Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
17,Alisson,br BRA,GK,Liverpool,27,1992,33,33,"2,970",33,1,0,1,1,0,0,1,0,0.1,0.1,0,0.1,0,1,0,0.03,0,0.03,0.03,0.03,0,0,0,0,0,Matches
18,Allan,br BRA,MF,Everton,29,1991,24,23,"2,051",22.8,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,30,92,8,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05,Matches
19,Dele Alli,eng ENG,MF,Tottenham,24,1996,15,7,620,6.9,0,1,1,0,0,0,0,0,2,2,1.2,3.3,15,26,30,0,0.15,0.15,0,0.15,0.3,0.18,0.47,0.3,0.47,Matches
20,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,26,1994,34,28,"2,429",27,4,1,5,4,0,0,3,0,3.2,3.2,2.9,6.1,70,90,109,0.15,0.04,0.19,0.15,0.19,0.12,0.11,0.23,0.12,0.23,Matches
21,Marcos Alonso,es ESP,DF,Chelsea,29,1990,13,11,960,10.7,2,0,2,2,0,0,2,0,1.8,1.8,1.3,3.2,24,42,74,0.19,0,0.19,0.19,0.19,0.17,0.13,0.3,0.17,0.3,Matches
22,Steven Alzate,co COL,MF,Brighton,21,1998,15,10,896,10,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.4,16,39,16,0.1,0,0.1,0.1,0.1,0.08,0.06,0.14,0.08,0.14,Matches
23,Daniel Amartey,gh GHA,DF,Leicester City,25,1994,12,8,722,8,1,0,1,1,0,0,3,0,0.4,0.4,0,0.4,4,24,0,0.12,0,0.12,0.12,0.12,0.05,0,0.05,0.05,0.05,Matches
24,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,19,2000,25,23,"2,089",23.2,0,0,0,0,0,0,3,0,0.3,0.3,1.2,1.5,25,100,23,0,0,0,0,0,0.01,0.05,0.07,0.01,0.07,Matches
25,Joachim Andersen,dk DEN,DF,Fulham,24,1996,31,30,"2,730",30.3,1,1,2,1,0,0,7,1,1.2,1.2,0.4,1.7,20,95,7,0.03,0.03,0.07,0.03,0.07,0.04,0.01,0.05,0.04,0.05,Matches
26,Elliot Anderson,sct SCO,MF,Newcastle Utd,17,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
27,Felipe Anderson,br BRA,"FW,MF",West Ham,27,1993,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Matches
28,Michail Antonio,jm JAM,FW,West Ham,30,1990,26,24,"1,974",21.9,10,5,15,10,0,0,3,0,12.9,12.9,3,16,59,36,177,0.46,0.23,0.68,0.46,0.68,0.59,0.14,0.73,0.59,0.73,Matches
29,Alphonse Areola,fr FRA,GK,Fulham,27,1993,36,36,"3,240",36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
30,Stuart Armstrong,sct SCO,MF,Southampton,28,1992,33,32,"2,764",30.7,4,5,9,4,0,0,3,0,2.7,2.7,2.6,5.3,109,144,118,0.13,0.16,0.29,0.13,0.29,0.09,0.08,0.17,0.09,0.17,Matches
31,Kepa Arrizabalaga,es ESP,GK,Chelsea,25,1994,7,6,585,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
32,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,31,1989,29,26,"2,332",25.9,10,3,13,8,2,2,2,0,10.2,8.6,2.4,11,65,66,195,0.39,0.12,0.5,0.31,0.42,0.39,0.09,0.48,0.33,0.42,Matches
33,Serge Aurier,ci CIV,DF,Tottenham,27,1992,19,19,"1,605",17.8,2,3,5,2,0,0,0,0,1.1,1.1,3.4,4.5,28,59,82,0.11,0.17,0.28,0.11,0.28,0.06,0.19,0.25,0.06,0.25,Matches
34,Charlie Austin,eng ENG,"FW,MF",West Brom,31,1989,5,0,138,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,3,4,0,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches
35,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,28,1991,33,23,"2,096",23.3,1,3,4,1,0,0,4,0,2.2,2.2,0.7,2.9,58,35,109,0.04,0.13,0.17,0.04,0.17,0.09,0.03,0.13,0.09,0.13,Matches
36,Luke Ayling,eng ENG,DF,Leeds United,28,1991,38,38,"3,399",37.8,0,0,0,0,0,0,7,0,1.7,1.7,3.2,4.9,110,224,110,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13,Matches
37,César Azpilicueta,es ESP,DF,Chelsea,30,1989,26,24,"2,188",24.3,1,2,3,1,0,0,5,1,0.7,0.7,2.5,3.2,37,135,83,0.04,0.08,0.12,0.04,0.12,0.03,0.1,0.13,0.03,0.13,Matches
38,Eric Bailly,ci CIV,DF,Manchester Utd,26,1994,12,10,916,10.2,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,6,37,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
39,Fabián Balbuena,py PAR,DF,West Ham,28,1991,14,13,"1,198",13.3,1,0,1,1,0,0,1,1,0.7,0.7,0,0.7,3,30,2,0.08,0,0.08,0.08,0.08,0.05,0,0.05,0.05,0.05,Matches
40,George Baldock,gr GRE,DF,Sheffield Utd,27,1993,32,32,"2,787",31,0,2,2,0,0,0,7,0,1.2,1.2,2.9,4,68,75,140,0,0.06,0.06,0,0.06,0.04,0.09,0.13,0.04,0.13,Matches
41,Gareth Bale,wls WAL,FW,Tottenham,31,1989,20,10,920,10.2,11,2,13,11,0,0,1,0,5.8,5.8,1.8,7.6,31,43,85,1.08,0.2,1.27,1.08,1.27,0.57,0.18,0.74,0.57,0.74,Matches
42,Patrick Bamford,eng ENG,FW,Leeds United,26,1993,38,37,"3,050",33.9,17,7,24,15,2,2,3,0,18.2,16.6,3.5,20.2,32,31,167,0.5,0.21,0.71,0.44,0.65,0.54,0.1,0.64,0.49,0.6,Matches
43,Phil Bardsley,sct SCO,DF,Burnley,35,1985,4,3,274,3,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,4,10,6,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,"1,531",17,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches
45,Ross Barkley,eng ENG,"FW,MF",Chelsea,26,1993,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,2,1,0,0,0,0,0,0.05,0.19,0.24,0.05,0.24,Matches
46,Ashley Barnes,eng ENG,FW,Burnley,30,1989,22,15,"1,331",14.8,3,0,3,2,1,1,4,0,4.1,3.3,0.8,4.1,8,20,79,0.2,0,0.2,0.14,0.14,0.27,0.05,0.33,0.22,0.27,Matches
47,Harvey Barnes,eng ENG,"FW,MF",Leicester City,22,1997,25,22,"1,945",21.6,9,4,13,9,0,0,0,0,5.9,5.9,1.6,7.5,105,56,163,0.42,0.19,0.6,0.42,0.6,0.27,0.07,0.35,0.27,0.35,Matches
48,Kyle Bartley,eng ENG,DF,West Brom,29,1991,30,28,"2,584",28.7,3,1,4,3,0,0,4,0,2.5,2.5,1.4,3.9,2,44,3,0.1,0.03,0.14,0.1,0.14,0.09,0.05,0.14,0.09,0.14,Matches
49,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,32,1988,31,31,"2,576",28.6,0,1,1,0,0,0,5,0,0.7,0.7,0.9,1.6,38,82,48,0,0.03,0.03,0,0.03,0.03,0.03,0.06,0.03,0.06,Matches
50,Michy Batshuayi,be BEL,FW,Crystal Palace,26,1993,18,7,728,8.1,2,1,3,2,0,0,0,0,1.6,1.6,1.6,3.2,16,13,44,0.25,0.12,0.37,0.25,0.37,0.19,0.2,0.4,0.19,0.4,Matches
51,Jan Bednarek,pl POL,DF,Southampton,24,1996,36,36,"3,100",34.4,1,1,2,1,0,0,5,1,0.7,0.7,0.6,1.3,13,76,3,0.03,0.03,0.06,0.03,0.06,0.02,0.02,0.04,0.02,0.04,Matches
52,Donny van de Beek,nl NED,"MF,FW",Manchester Utd,23,1997,19,4,524,5.8,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,7,16,39,0.17,0.17,0.34,0.17,0.34,0.06,0.16,0.22,0.06,0.22,Matches
53,Héctor Bellerín,es ESP,"DF,MF",Arsenal,25,1995,25,24,"2,089",23.2,1,2,3,1,0,0,8,0,0.8,0.8,2.4,3.2,46,108,142,0.04,0.09,0.13,0.04,0.13,0.03,0.1,0.14,0.03,0.14,Matches
54,Saïd Benrahma,dz ALG,"FW,MF",West Ham,24,1995,30,14,"1,391",15.5,1,6,7,1,0,0,0,0,2.6,2.6,4.1,6.7,63,60,107,0.06,0.39,0.45,0.06,0.45,0.17,0.26,0.43,0.17,0.43,Matches
55,Josh Benson,eng ENG,MF,Burnley,20,1999,6,2,264,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,6,8,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
56,Christian Benteke,be BEL,FW,Crystal Palace,29,1990,30,21,"1,816",20.2,10,1,11,10,0,0,3,1,8.3,8.3,0.9,9.1,14,36,124,0.5,0.05,0.55,0.5,0.55,0.41,0.04,0.45,0.41,0.45,Matches
57,Gaetano Berardi,ch SUI,DF,Leeds United,31,1988,2,1,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,1,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
58,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,29,1990,22,16,"1,363",15.1,2,0,2,2,0,0,2,0,1.2,1.2,0.5,1.7,25,31,74,0.13,0,0.13,0.13,0.13,0.08,0.03,0.11,0.08,0.11,Matches
59,Sander Berge,no NOR,MF,Sheffield Utd,22,1998,15,13,"1,120",12.4,1,1,2,0,1,1,4,0,1.2,0.4,1.1,1.6,39,39,33,0.08,0.08,0.16,0,0.08,0.1,0.09,0.19,0.04,0.13,Matches
60,Steven Bergwijn,nl NED,"FW,MF",Tottenham,22,1997,21,13,"1,208",13.4,1,3,4,1,0,0,3,0,2,2,0.9,2.9,32,25,83,0.07,0.22,0.3,0.07,0.3,0.15,0.06,0.21,0.15,0.21,Matches
61,Bernard,br BRA,"MF,FW",Everton,27,1992,12,3,455,5.1,1,0,1,1,0,0,2,0,0.3,0.3,0.6,0.8,13,37,42,0.2,0,0.2,0.2,0.2,0.05,0.11,0.16,0.05,0.16,Matches
62,Bernardo,br BRA,"DF,MF",Brighton,25,1995,3,2,206,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,9,15,0,0,0,0,0,0.16,0.06,0.22,0.16,0.22,Matches
63,Ryan Bertrand,eng ENG,DF,Southampton,30,1989,29,29,"2,598",28.9,0,1,1,0,0,0,5,0,0.4,0.4,1.3,1.6,46,101,120,0,0.03,0.03,0,0.03,0.01,0.04,0.06,0.01,0.06,Matches
64,Yves Bissouma,ml MLI,MF,Brighton,23,1996,36,35,"3,111",34.6,1,0,1,1,0,0,8,1,1.4,1.4,0.9,2.3,55,146,26,0.03,0,0.03,0.03,0.03,0.04,0.03,0.07,0.04,0.07,Matches
65,Jayden Bogle,eng ENG,"DF,MF",Sheffield Utd,20,2000,16,12,"1,110",12.3,2,0,2,2,0,0,2,0,1.9,1.9,0.2,2.2,11,24,61,0.16,0,0.16,0.16,0.16,0.16,0.02,0.17,0.16,0.17,Matches
66,Willy Boly,ci CIV,DF,Wolves,29,1991,21,21,"1,879",20.9,1,1,2,1,0,0,2,0,1.1,1.1,0.3,1.4,5,44,1,0.05,0.05,0.1,0.05,0.1,0.05,0.01,0.06,0.05,0.06,Matches
67,Jarrod Bowen,eng ENG,"FW,MF",West Ham,23,1996,38,30,"2,562",28.5,8,5,13,8,0,0,0,0,7.1,7.1,5,12,83,44,165,0.28,0.18,0.46,0.28,0.46,0.25,0.17,0.42,0.25,0.42,Matches
68,Robbie Brady,ie IRL,MF,Burnley,28,1992,19,12,"1,052",11.7,1,1,2,1,0,0,3,0,0.8,0.8,0.9,1.7,14,26,40,0.09,0.09,0.17,0.09,0.17,0.07,0.08,0.15,0.07,0.15,Matches
69,Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,20,2000,27,12,"1,128",12.5,0,0,0,0,0,0,1,0,1.8,1.8,1.6,3.4,11,20,48,0,0,0,0,0,0.14,0.13,0.27,0.14,0.27,Matches
70,Nathan Broadhead,wls WAL,FW,Everton,22,1998,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
71,Josh Brownhill,eng ENG,MF,Burnley,24,1995,33,32,"2,813",31.3,0,1,1,0,0,0,2,0,1.9,1.9,0.7,2.6,22,83,69,0,0.03,0.03,0,0.03,0.06,0.02,0.08,0.06,0.08,Matches
72,Joe Bryan,eng ENG,"DF,MF",Fulham,26,1993,16,7,669,7.4,1,0,1,1,0,0,2,0,0.6,0.6,0.3,0.9,13,31,33,0.13,0,0.13,0.13,0.13,0.07,0.04,0.12,0.07,0.12,Matches
73,Kean Bryan,eng ENG,DF,Sheffield Utd,23,1996,13,12,"1,004",11.2,1,0,1,1,0,0,1,0,0.9,0.9,0.6,1.5,7,22,18,0.09,0,0.09,0.09,0.09,0.08,0.05,0.14,0.08,0.14,Matches
74,Oliver Burke,sct SCO,FW,Sheffield Utd,23,1997,25,14,"1,269",14.1,1,1,2,1,0,0,2,0,2.1,2.1,2.2,4.3,30,19,108,0.07,0.07,0.14,0.07,0.14,0.15,0.16,0.31,0.15,0.31,Matches
75,Dan Burn,eng ENG,DF,Brighton,28,1992,27,23,"2,061",22.9,1,0,1,1,0,0,5,0,1.5,1.5,0.8,2.3,34,87,73,0.04,0,0.04,0.04,0.04,0.07,0.04,0.1,0.07,0.1,Matches
76,Jack Butland,eng ENG,GK,Crystal Palace,27,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
77,David Button,eng ENG,GK,West Brom,31,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
78,Oskar Buur,dk DEN,DF,Wolves,22,1998,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
79,Willy Caballero,ar ARG,GK,Chelsea,38,1981,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
80,Gary Cahill,eng ENG,DF,Crystal Palace,34,1985,20,20,"1,800",20,1,1,2,1,0,0,3,0,0.7,0.7,0.6,1.4,3,46,0,0.05,0.05,0.1,0.05,0.1,0.04,0.03,0.07,0.04,0.07,Matches
81,Tom Cairney,sct SCO,MF,Fulham,29,1991,10,9,759,8.4,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,22,72,25,0.12,0.12,0.24,0.12,0.24,0.06,0.13,0.19,0.06,0.19,Matches
82,Dominic Calvert-Lewin,eng ENG,FW,Everton,23,1997,33,32,"2,871",31.9,16,0,16,16,0,0,3,0,16.3,16.3,2,18.3,36,46,160,0.5,0,0.5,0.5,0.5,0.51,0.06,0.57,0.51,0.57,Matches
83,João Cancelo,pt POR,"DF,MF",Manchester City,26,1994,28,27,"2,299",25.5,2,3,5,2,0,0,5,1,1.6,1.6,4.6,6.2,80,200,150,0.08,0.12,0.2,0.08,0.2,0.06,0.18,0.24,0.06,0.24,Matches
84,Ian Carlo Poveda,eng ENG,MF,Leeds United,20,2000,14,0,355,3.9,0,0,0,0,0,0,0,0,0.3,0.3,1.1,1.4,21,17,47,0,0,0,0,0,0.08,0.28,0.36,0.08,0.36,Matches
85,Andy Carroll,eng ENG,FW,Newcastle Utd,31,1989,18,4,392,4.4,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.9,2,12,18,0.23,0,0.23,0.23,0.23,0.19,0.02,0.21,0.19,0.21,Matches
86,Scott Carson,eng ENG,GK,Manchester City,34,1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
87,Fabio Carvalho,pt POR,"MF,FW",Fulham,17,2002,4,3,255,2.8,1,0,1,1,0,0,0,0,1.2,1.2,0.4,1.6,10,6,14,0.35,0,0.35,0.35,0.35,0.41,0.15,0.56,0.41,0.56,Matches
88,Matty Cash,pl POL,DF,Aston Villa,22,1997,28,28,"2,372",26.4,0,2,2,0,0,0,8,1,0.3,0.3,1.7,2,43,76,62,0,0.08,0.08,0,0.08,0.01,0.07,0.08,0.01,0.08,Matches
89,Kiko Casilla,es ESP,GK,Leeds United,33,1986,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
90,Timothy Castagne,be BEL,DF,Leicester City,24,1995,27,27,"2,345",26.1,2,3,5,2,0,0,1,0,1.1,1.1,2.2,3.4,52,91,148,0.08,0.12,0.19,0.08,0.19,0.04,0.09,0.13,0.04,0.13,Matches
91,Jonny Castro,es ESP,"MF,DF",Wolves,26,1994,7,7,495,5.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,13,16,18,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
92,Ivan Cavaleiro,pt POR,FW,Fulham,26,1993,36,27,"2,472",27.5,3,0,3,2,1,2,2,0,6.4,4.8,2.7,7.5,68,63,230,0.11,0,0.11,0.07,0.07,0.23,0.1,0.33,0.17,0.27,Matches
93,Edinson Cavani,uy URU,FW,Manchester Utd,33,1987,26,13,"1,375",15.3,10,3,13,10,0,0,4,0,8,8,2.2,10.3,5,30,80,0.65,0.2,0.85,0.65,0.85,0.52,0.15,0.67,0.52,0.67,Matches
94,Dani Ceballos,es ESP,MF,Arsenal,23,1996,25,17,"1,615",17.9,0,3,3,0,0,0,4,0,0.6,0.6,2.6,3.3,54,150,52,0,0.17,0.17,0,0.17,0.04,0.15,0.18,0.04,0.18,Matches
95,Calum Chambers,eng ENG,DF,Arsenal,25,1995,10,8,753,8.4,0,2,2,0,0,0,0,0,0.4,0.4,1.1,1.5,16,40,49,0,0.24,0.24,0,0.24,0.05,0.13,0.18,0.05,0.18,Matches
96,Ben Chilwell,eng ENG,DF,Chelsea,23,1996,27,27,"2,286",25.4,3,5,8,3,0,0,3,0,2.4,2.4,2.4,4.9,94,111,186,0.12,0.2,0.31,0.12,0.31,0.1,0.1,0.19,0.1,0.19,Matches
97,Hamza Choudhury,eng ENG,MF,Leicester City,22,1997,10,4,316,3.5,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,3,15,1,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
98,Andreas Christensen,dk DEN,DF,Chelsea,24,1996,17,15,"1,371",15.2,0,0,0,0,0,0,2,1,0.1,0.1,0.3,0.4,7,43,1,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
99,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,16,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
100,Ciaran Clark,ie IRL,DF,Newcastle Utd,30,1989,22,21,"1,891",21,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,9,35,4,0.05,0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches
101,Nathaniel Clyne,eng ENG,DF,Crystal Palace,29,1991,13,13,"1,145",12.7,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.4,18,42,20,0,0.08,0.08,0,0.08,0.01,0.02,0.03,0.01,0.03,Matches
102,Conor Coady,eng ENG,DF,Wolves,27,1993,37,37,"3,303",36.7,1,0,1,1,0,0,5,0,1,1,0.2,1.2,4,67,2,0.03,0,0.03,0.03,0.03,0.03,0,0.03,0.03,0.03,Matches
103,Séamus Coleman,ie IRL,"DF,MF",Everton,31,1988,25,18,"1,613",17.9,0,3,3,0,0,0,0,0,0.9,0.9,1.8,2.7,31,49,90,0,0.17,0.17,0,0.17,0.05,0.1,0.15,0.05,0.15,Matches
104,Aaron Connolly,ie IRL,FW,Brighton,20,2000,17,9,791,8.8,2,1,3,2,0,0,0,0,4,4,0.2,4.2,12,4,58,0.23,0.11,0.34,0.23,0.34,0.45,0.02,0.48,0.45,0.48,Matches
105,Liam Cooper,sct SCO,DF,Leeds United,28,1991,25,25,"2,185",24.3,1,0,1,1,0,0,4,1,1.8,1.8,0,1.8,12,88,1,0.04,0,0.04,0.04,0.04,0.08,0,0.08,0.08,0.08,Matches
106,Theo Corbeanu,ca CAN,FW,Wolves,18,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches
107,Jack Cork,eng ENG,MF,Burnley,31,1989,16,15,"1,350",15,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.8,8,37,13,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,Matches
108,Hélder Costa,ao ANG,"MF,FW",Leeds United,26,1994,22,13,"1,156",12.8,3,3,6,3,0,0,0,0,2.2,2.2,0.6,2.8,47,28,84,0.23,0.23,0.47,0.23,0.47,0.17,0.04,0.22,0.17,0.22,Matches
109,Vladimír Coufal,cz CZE,DF,West Ham,27,1992,34,34,"3,054",33.9,0,7,7,0,0,0,3,0,1.3,1.3,5.5,6.7,70,128,159,0,0.21,0.21,0,0.21,0.04,0.16,0.2,0.04,0.2,Matches
110,Aaron Cresswell,eng ENG,DF,West Ham,30,1989,36,36,"3,170",35.2,0,8,8,0,0,0,3,0,1,1,6.5,7.5,35,162,96,0,0.23,0.23,0,0.23,0.03,0.18,0.21,0.03,0.21,Matches
111,Patrick Cutrone,it ITA,FW,Wolves,22,1998,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.3,0,0.3,0.3,0.3,Matches
112,Stuart Dallas,nir NIR,"MF,DF",Leeds United,29,1991,38,38,"3,409",37.9,8,2,10,8,0,0,7,0,4.2,4.2,1.8,6.1,95,233,126,0.21,0.05,0.26,0.21,0.26,0.11,0.05,0.16,0.11,0.16,Matches
113,Scott Dann,eng ENG,DF,Crystal Palace,33,1987,15,15,"1,350",15,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,2,34,0,0.07,0,0.07,0.07,0.07,0.02,0,0.02,0.02,0.02,Matches
114,Karl Darlow,eng ENG,GK,Newcastle Utd,29,1990,25,25,"2,250",25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
115,Ben Davies,wls WAL,DF,Tottenham,27,1993,20,14,"1,346",15,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,28,51,55,0,0.07,0.07,0,0.07,0.01,0.04,0.05,0.01,0.05,Matches
