Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
17,Mark Atkins,eng ENG,"DF,MF",Blackburn,25,1968,35,31,"2,545",28.3,6,1,7,6,0,0,0,0,0.21,0.04,0.25,0.21,0.25,Matches
18,Dalian Atkinson,eng ENG,FW,Aston Villa,26,1968,16,11,947,10.5,3,2,5,3,0,0,1,0,0.29,0.19,0.48,0.29,0.48,Matches
19,Dean Austin,eng ENG,DF,Tottenham,24,1970,24,23,"2,122",23.6,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
20,Phil Babb,ie IRL,DF,Liverpool,23,1970,34,33,"2,927",32.5,0,1,1,0,0,0,3,1,0,0.03,0.03,0,0.03,Matches
21,Phil Babb,ie IRL,DF,Coventry City,23,1970,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
22,Clive Baker,,GK,Ipswich Town,35,1959,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
23,Nicky Banger,eng ENG,FW,Southampton,23,1971,4,4,360,4,2,0,2,2,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
24,David Bardsley,eng ENG,DF,QPR,29,1964,31,31,"2,790",31,0,4,4,0,0,0,7,0,0,0.13,0.13,0,0.13,Matches
25,Simon Barker,eng ENG,MF,QPR,29,1964,36,36,"3,121",34.7,4,6,10,4,0,0,8,0,0.12,0.17,0.29,0.12,0.29,Matches
26,Stuart Barlow,eng ENG,FW,Everton,26,1968,11,7,685,7.6,2,1,3,2,0,0,2,1,0.26,0.13,0.39,0.26,0.39,Matches
27,Nick Barmby,eng ENG,"FW,MF",Tottenham,20,1974,38,37,"3,228",35.9,9,6,15,9,0,0,0,0,0.25,0.17,0.42,0.25,0.42,Matches
28,John Barnes,eng ENG,"DF,FW",Liverpool,30,1963,38,38,"3,324",36.9,7,5,12,7,0,0,0,0,0.19,0.14,0.32,0.19,0.32,Matches
29,Anthony Barness,eng ENG,DF,Chelsea,21,1973,12,10,880,9.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
30,Earl Barrett,eng ENG,DF,Aston Villa,27,1967,25,24,"2,161",24,0,1,1,,,,3,0,0,0.04,0.04,,,Matches
31,Earl Barrett,eng ENG,DF,Everton,27,1967,17,17,"1,501",16.7,0,0,0,,,,2,1,0,0,0,,,Matches
32,Chris Bart-Williams,eng ENG,"DF,MF",Sheffield Weds,20,1974,38,32,"2,984",33.2,2,7,9,2,0,0,6,0,0.06,0.21,0.27,0.06,0.27,Matches
33,Warren Barton,eng ENG,DF,Wimbledon,25,1969,39,39,"3,495",38.8,2,8,10,1,1,1,6,0,0.05,0.21,0.26,0.03,0.23,Matches
34,Vince Bartram,eng ENG,GK,Arsenal,25,1968,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
35,David Batty,eng ENG,MF,Blackburn,25,1968,5,4,372,4.1,0,0,0,0,0,,2,0,0,0,0,0,0,Matches
36,Peter Beagrie,eng ENG,FW,Manchester City,28,1965,37,33,"2,969",33,2,7,9,2,0,0,0,0,0.06,0.21,0.27,0.06,0.27,Matches
37,Peter Beardsley,eng ENG,"FW,MF",Newcastle Utd,33,1961,34,34,"2,956",32.8,12,5,17,9,3,4,3,0,0.37,0.15,0.52,0.27,0.43,Matches
38,Dave Beasant,eng ENG,GK,Southampton,35,1959,13,12,"1,175",13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
39,David Beckham,eng ENG,MF,Manchester Utd,19,1975,4,2,195,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
40,Francis Benali,eng ENG,DF,Southampton,25,1968,35,32,"2,835",31.5,0,0,0,0,0,0,10,0,0,0,0,0,0,Matches
41,John Beresford,eng ENG,DF,Newcastle Utd,27,1966,34,34,"3,060",34,0,3,3,0,0,0,7,0,0,0.09,0.09,0,0.09,Matches
42,Henning Berg,no NOR,DF,Blackburn,24,1969,40,40,"3,554",39.5,1,2,3,1,0,0,2,1,0.03,0.05,0.08,0.03,0.08,Matches
43,Ian Bishop,eng ENG,MF,West Ham,29,1965,31,31,"2,740",30.4,1,1,2,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,Matches
44,Kingsley Black,nir NIR,MF,Nott'ham Forest,26,1968,10,5,533,5.9,2,1,3,2,0,0,0,0,0.34,0.17,0.51,0.34,0.51,Matches
45,Mark Blake,eng ENG,MF,Leicester City,23,1970,30,26,"2,305",25.6,3,1,4,3,0,0,8,0,0.12,0.04,0.16,0.12,0.16,Matches
46,Gary Blissett,eng ENG,FW,Wimbledon,30,1964,9,4,399,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
47,Chris Boden,eng ENG,DF,Aston Villa,20,1973,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
48,Jeroen Boere,nl NED,FW,West Ham,26,1967,20,15,"1,427",15.9,6,3,9,6,0,0,3,0,0.38,0.19,0.57,0.38,0.57,Matches
49,Lars Bohinen,no NOR,MF,Nott'ham Forest,24,1969,33,30,"2,725",30.3,6,5,11,6,0,0,8,0,0.2,0.17,0.36,0.2,0.36,Matches
50,Willie Boland,ie IRL,MF,Coventry City,18,1975,12,9,790,8.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
51,Brian Borrows,eng ENG,DF,Coventry City,33,1960,35,33,"2,946",32.7,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
52,Mark Bosnich,au AUS,GK,Aston Villa,22,1972,30,30,"2,664",29.6,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
53,Steve Bould,eng ENG,DF,Arsenal,31,1962,31,30,"2,683",29.8,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
54,Mark Bowen,wls WAL,DF,Norwich City,30,1963,36,34,"3,115",34.6,2,1,3,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,Matches
55,Bobby Bowry,kn SKN,"FW,MF",Crystal Palace,23,1971,18,13,"1,126",12.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
56,Paul Bracewell,eng ENG,MF,Newcastle Utd,32,1962,15,13,"1,241",13.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
57,Carl Bradshaw,eng ENG,DF,Norwich City,25,1968,26,25,"2,109",23.4,1,0,1,0,1,2,0,0,0.04,0,0.04,0,0,Matches
58,Tim Breacker,eng ENG,DF,West Ham,29,1965,33,33,"2,954",32.8,0,5,5,0,0,0,7,1,0,0.15,0.15,0,0.15,Matches
59,Rufus Brevett,eng ENG,DF,QPR,24,1969,19,17,"1,548",17.2,0,1,1,0,0,0,5,0,0,0.06,0.06,0,0.06,Matches
60,Mark Bright,eng ENG,FW,Sheffield Weds,32,1962,37,33,"2,843",31.6,11,3,14,10,1,2,3,0,0.35,0.09,0.44,0.32,0.41,Matches
61,David Brightwell,eng ENG,DF,Manchester City,23,1971,9,9,787,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
62,Ian Brightwell,eng ENG,DF,Manchester City,26,1968,29,28,"2,526",28.1,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
63,Lee Briscoe,eng ENG,"DF,MF",Sheffield Weds,18,1975,6,6,530,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
64,Kenny Brown,eng ENG,DF,West Ham,27,1967,9,8,728,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
65,Steve Bruce,eng ENG,DF,Manchester Utd,33,1960,35,35,"3,150",35,2,0,2,2,0,0,12,0,0.06,0,0.06,0.06,0.06,Matches
66,Gary Bull,eng ENG,FW,Nott'ham Forest,28,1966,1,1,90,1,1,0,1,1,0,0,0,0,1,0,1,1,1,Matches
67,Craig Burley,sct SCO,MF,Chelsea,22,1971,25,16,"1,373",15.3,2,1,3,2,0,0,5,0,0.13,0.07,0.2,0.13,0.2,Matches
68,John Burridge,eng ENG,GK,Manchester City,42,1951,5,4,412,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
69,David Burrows,eng ENG,DF,West Ham,25,1968,4,4,360,4,0,0,0,,,,0,0,0,0,0,,,Matches
70,David Burrows,eng ENG,DF,Everton,25,1968,19,19,"1,589",17.7,0,1,1,,,,8,0,0,0.06,0.06,,,Matches
71,David Burrows,eng ENG,DF,Coventry City,25,1968,11,11,990,11,0,0,0,,,,4,0,0,0,0,,,Matches
72,David Busst,eng ENG,DF,Coventry City,27,1967,20,20,"1,694",18.8,2,2,4,2,0,0,1,0,0.11,0.11,0.21,0.11,0.21,Matches
73,Peter Butler,eng ENG,MF,West Ham,27,1966,5,5,394,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
74,Nicky Butt,eng ENG,"DF,MF",Manchester Utd,19,1975,22,11,"1,031",11.5,1,1,2,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches
75,Colin Calderwood,sct SCO,DF,Tottenham,29,1965,36,35,"3,040",33.8,2,0,2,2,0,0,3,1,0.06,0,0.06,0.06,0.06,Matches
76,Kevin Campbell,eng ENG,FW,Arsenal,24,1970,23,19,"1,882",20.9,4,4,8,4,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
77,Sol Campbell,eng ENG,"DF,FW",Tottenham,19,1974,30,29,"2,449",27.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
78,Eric Cantona,fr FRA,FW,Manchester Utd,28,1966,21,21,"1,824",20.3,12,6,18,9,3,3,4,1,0.59,0.3,0.89,0.44,0.74,Matches
79,Brian Carey,ie IRL,DF,Leicester City,26,1968,12,11,915,10.2,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
80,Franz Carr,eng ENG,"FW,MF",Aston Villa,27,1966,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
81,Franz Carr,eng ENG,"FW,MF",Leicester City,27,1966,13,12,995,11.1,1,1,2,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches
82,Jimmy Carter,eng ENG,MF,Arsenal,28,1965,3,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
83,Darren Caskey,eng ENG,MF,Tottenham,19,1974,4,0,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
84,Stewart Castledine,eng ENG,MF,Wimbledon,21,1973,6,5,443,4.9,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
85,Lee Chapman,eng ENG,FW,West Ham,34,1959,10,7,633,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
86,Lee Chapman,eng ENG,FW,Ipswich Town,34,1959,16,12,933,10.4,1,1,2,1,0,0,1,0,0.1,0.1,0.19,0.1,0.19,Matches
87,Gary Charles,eng ENG,DF,Aston Villa,24,1970,16,14,"1,263",14,0,1,1,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
88,Simon Charlton,eng ENG,DF,Southampton,22,1971,25,25,"2,193",24.4,1,1,2,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,Matches
89,Steve Chettle,eng ENG,DF,Nott'ham Forest,25,1968,41,41,"3,684",40.9,0,1,1,0,0,0,3,1,0,0.02,0.02,0,0.02,Matches
90,Lee Clark,eng ENG,MF,Newcastle Utd,21,1972,19,9,"1,084",12,1,2,3,1,0,0,0,0,0.08,0.17,0.25,0.08,0.25,Matches
91,Adrian Clarke,eng ENG,MF,Arsenal,19,1974,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
92,Andy Clarke,eng ENG,FW,Wimbledon,27,1967,25,8,"1,150",12.8,1,1,2,1,0,0,1,1,0.08,0.08,0.16,0.08,0.16,Matches
93,Steve Clarke,sct SCO,DF,Chelsea,30,1963,29,29,"2,548",28.3,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
94,Nigel Clough,eng ENG,"FW,MF",Liverpool,28,1966,10,3,384,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
95,Andy Cole,eng ENG,FW,Manchester Utd,22,1971,18,17,"1,575",17.5,12,2,14,,,,1,0,0.69,0.11,0.8,,,Matches
96,Andy Cole,eng ENG,FW,Newcastle Utd,22,1971,18,18,"1,620",18,9,3,12,,,,2,0,0.5,0.17,0.67,,,Matches
97,Chris Coleman,wls WAL,DF,Crystal Palace,24,1970,35,35,"3,070",34.1,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
98,Simon Coleman,eng ENG,DF,Sheffield Weds,26,1968,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
99,Stan Collymore,eng ENG,FW,Nott'ham Forest,23,1971,37,37,"3,325",36.9,23,6,29,22,1,2,4,0,0.62,0.16,0.78,0.6,0.76,Matches
100,Paul Cook,eng ENG,MF,Coventry City,27,1967,34,33,"2,966",33,2,6,8,1,1,1,4,0,0.06,0.18,0.24,0.03,0.21,Matches
101,Colin Cooper,eng ENG,DF,Nott'ham Forest,27,1967,35,35,"3,089",34.3,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,Matches
102,Tony Coton,eng ENG,GK,Manchester City,33,1961,22,22,"1,980",22,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
103,Tony Cottee,eng ENG,FW,West Ham,29,1965,31,31,"2,747",30.5,13,3,16,13,0,0,1,1,0.43,0.1,0.52,0.43,0.52,Matches
104,Tony Cottee,eng ENG,FW,Everton,29,1965,3,3,247,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
105,Leo Cotterell,eng ENG,DF,Ipswich Town,19,1974,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
106,Andy Couzens,eng ENG,MF,Leeds United,19,1975,4,4,292,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
107,Ian Cox,tt TRI,DF,Crystal Palace,23,1971,11,1,290,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
108,Ian Crook,eng ENG,MF,Norwich City,31,1963,34,33,"2,923",32.5,0,4,4,0,0,0,6,0,0,0.12,0.12,0,0.12,Matches
109,Mark Crossley,wls WAL,GK,Nott'ham Forest,25,1969,42,42,"3,780",42,0,2,2,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
110,Kenny Cunningham,ie IRL,DF,Wimbledon,23,1971,28,28,"2,520",28,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
111,Jamie Cureton,eng ENG,FW,Norwich City,18,1975,17,9,861,9.6,4,0,4,4,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
112,Keith Curle,eng ENG,DF,Manchester City,30,1963,31,31,"2,723",30.3,2,0,2,2,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
113,Julian Darby,eng ENG,"DF,MF",Coventry City,26,1967,29,27,"2,464",27.4,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
114,Simon Davies,wls WAL,MF,Manchester Utd,20,1974,5,3,258,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
115,Paul Davis,eng ENG,MF,Arsenal,32,1961,4,3,241,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
116,Brian Deane,eng ENG,FW,Leeds United,26,1968,35,33,"3,020",33.6,9,3,12,9,0,0,9,0,0.27,0.09,0.36,0.27,0.36,Matches
117,Andy Dibble,wls WAL,GK,Manchester City,29,1965,16,16,"1,388",15.4,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
118,Danny Dichio,eng ENG,FW,QPR,19,1974,9,4,454,5,3,0,3,3,0,0,0,0,0.59,0,0.59,0.59,0.59,Matches
119,Paul Dickov,sct SCO,FW,Arsenal,21,1972,9,4,445,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
120,Julian Dicks,eng ENG,DF,West Ham,25,1968,29,29,"2,532",28.1,5,1,6,0,5,5,9,0,0.18,0.04,0.21,0,0.04,Matches
121,Sieb Dijkstra,nl NED,GK,QPR,27,1966,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
122,Lee Dixon,eng ENG,DF,Arsenal,30,1964,39,39,"3,510",39,1,4,5,1,0,0,0,0,0.03,0.1,0.13,0.03,0.13,Matches
123,Jason Dodd,eng ENG,DF,Southampton,23,1970,26,24,"2,185",24.3,2,1,3,2,0,0,5,0,0.08,0.04,0.12,0.08,0.12,Matches
124,O'Neill Donaldson,eng ENG,FW,Sheffield Weds,24,1969,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
125,Tony Dorigo,eng ENG,DF,Leeds United,28,1965,28,28,"2,480",27.6,0,3,3,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
126,Iain Dowie,nir NIR,FW,Southampton,29,1965,17,17,"1,530",17,5,1,6,,,,2,0,0.29,0.06,0.35,,,Matches
127,Iain Dowie,nir NIR,FW,Crystal Palace,29,1965,15,15,"1,316",14.6,4,0,4,,,,3,0,0.27,0,0.27,,,Matches
128,Jason Dozzell,eng ENG,MF,Tottenham,26,1967,7,6,462,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
129,Mark Draper,eng ENG,MF,Leicester City,23,1970,39,39,"3,289",36.5,5,2,7,5,0,0,5,0,0.14,0.05,0.19,0.14,0.19,Matches
130,Dion Dublin,eng ENG,"DF,FW",Coventry City,25,1969,31,31,"2,787",31,13,6,19,13,0,0,3,0,0.42,0.19,0.61,0.42,0.61,Matches
131,Ilie Dumitrescu,ro ROU,"FW,MF",Tottenham,25,1969,13,11,997,11.1,4,1,5,3,1,1,1,0,0.36,0.09,0.45,0.27,0.36,Matches
132,Ian Durrant,sct SCO,MF,Everton,27,1966,5,4,384,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
133,Bruce Dyer,eng ENG,FW,Crystal Palace,19,1975,16,7,867,9.6,1,2,3,1,0,0,0,0,0.1,0.21,0.31,0.1,0.31,Matches
134,Darren Eadie,eng ENG,MF,Norwich City,19,1975,26,23,"2,044",22.7,2,3,5,2,0,0,0,0,0.09,0.13,0.22,0.09,0.22,Matches
135,Robbie Earle,jm JAM,MF,Wimbledon,29,1965,9,9,765,8.5,0,3,3,0,0,0,0,0,0,0.35,0.35,0,0.35,Matches
136,John Ebbrell,eng ENG,MF,Everton,24,1969,26,26,"2,267",25.2,0,0,0,0,0,0,10,0,0,0,0,0,0,Matches
137,Richard Edghill,eng ENG,DF,Manchester City,19,1974,14,14,"1,248",13.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
138,Justin Edinburgh,eng ENG,DF,Tottenham,24,1969,31,29,"2,587",28.7,0,4,4,0,0,0,7,0,0,0.14,0.14,0,0.14,Matches
139,Ugo Ehiogu,eng ENG,DF,Aston Villa,21,1972,39,38,"3,440",38.2,3,0,3,3,0,0,7,0,0.08,0,0.08,0.08,0.08,Matches
140,Ronnie Ekelund,dk DEN,"FW,MF",Southampton,21,1972,17,15,"1,260",14,5,1,6,5,0,0,1,0,0.36,0.07,0.43,0.36,0.43,Matches
141,Efan Ekoku,ng NGA,FW,Norwich City,27,1967,6,5,390,4.3,0,1,1,0,0,0,1,0,0,0.23,0.23,0,0.23,Matches
142,Efan Ekoku,ng NGA,FW,Wimbledon,27,1967,23,23,"2,065",22.9,9,2,11,9,0,0,6,0,0.39,0.09,0.48,0.39,0.48,Matches
143,Gary Elkins,eng ENG,DF,Wimbledon,28,1966,36,33,"2,985",33.2,1,4,5,1,0,,6,0,0.03,0.12,0.15,0.03,0.15,Matches
144,Robbie Elliott,eng ENG,DF,Newcastle Utd,20,1973,14,10,923,10.3,2,1,3,2,0,0,4,0,0.2,0.1,0.29,0.2,0.29,Matches
145,Kevin Ellis,eng ENG,DF,Ipswich Town,17,1977,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Chris Fairclough,eng ENG,DF,Leeds United,30,1964,5,1,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
147,John Fashanu,eng ENG,FW,Aston Villa,31,1962,13,11,897,10,3,0,3,3,0,0,2,0,0.3,0,0.3,0.3,0.3,Matches
148,Peter Fear,eng ENG,MF,Wimbledon,20,1973,14,8,789,8.8,1,1,2,1,0,0,3,0,0.11,0.11,0.23,0.11,0.23,Matches
149,Graham Fenton,eng ENG,MF,Aston Villa,20,1974,17,7,818,9.1,2,1,3,2,0,0,4,0,0.22,0.11,0.33,0.22,0.33,Matches
150,Les Ferdinand,eng ENG,FW,QPR,27,1966,37,37,"3,199",35.5,24,9,33,24,0,1,6,1,0.68,0.25,0.93,0.68,0.93,Matches
151,Duncan Ferguson,sct SCO,FW,Everton,22,1971,23,22,"1,896",21.1,7,2,9,7,0,1,2,2,0.33,0.09,0.43,0.33,0.43,Matches
152,John Filan,au AUS,GK,Coventry City,24,1970,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Scott Fitzgerald,ie IRL,DF,Wimbledon,24,1969,17,14,"1,369",15.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
154,Mark Flatts,eng ENG,MF,Arsenal,21,1972,3,1,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
155,Garry Flitcroft,eng ENG,MF,Manchester City,21,1972,37,37,"3,214",35.7,5,4,9,5,0,0,6,0,0.14,0.11,0.25,0.14,0.25,Matches
156,Tim Flowers,eng ENG,GK,Blackburn,27,1967,39,39,"3,476",38.6,0,1,1,0,0,0,1,1,0,0.03,0.03,0,0.03,Matches
157,Sean Flynn,eng ENG,MF,Coventry City,26,1968,32,32,"2,763",30.7,4,1,5,4,0,0,1,0,0.13,0.03,0.16,0.13,0.16,Matches
158,Craig Forrest,ca CAN,GK,Ipswich Town,26,1967,37,37,"3,330",37,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
159,John Foster,eng ENG,DF,Manchester City,20,1973,11,9,804,8.9,0,1,1,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
160,Robbie Fowler,eng ENG,FW,Liverpool,19,1975,42,42,"3,725",41.4,25,6,31,23,2,3,4,0,0.6,0.14,0.75,0.56,0.7,Matches
161,Ruel Fox,ms MSR,MF,Newcastle Utd,26,1968,40,40,"3,485",38.7,10,11,21,10,0,0,0,0,0.26,0.28,0.54,0.26,0.54,Matches
162,Paul Furlong,eng ENG,FW,Chelsea,25,1968,36,30,"2,825",31.4,10,4,14,10,0,0,5,0,0.32,0.13,0.45,0.32,0.45,Matches
163,Tony Gale,eng ENG,DF,Blackburn,34,1959,15,15,"1,332",14.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
164,Kevin Gallacher,sct SCO,"FW,MF",Blackburn,27,1966,1,1,64,0.7,1,0,1,1,0,0,0,0,1.41,0,1.41,1.41,1.41,Matches
165,Kevin Gallen,eng ENG,FW,QPR,18,1975,37,31,"2,723",30.3,10,10,20,10,0,0,2,0,0.33,0.33,0.66,0.33,0.66,Matches
166,Mike Galloway,sct SCO,DF,Leicester City,29,1965,5,4,387,4.3,0,3,3,0,0,,3,0,0,0.7,0.7,0,0.7,Matches
167,Maurizio Gaudino,de GER,MF,Manchester City,27,1966,20,17,"1,507",16.7,3,1,4,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,Matches
168,Marcus Gayle,jm JAM,"FW,MF",Wimbledon,23,1970,23,22,"1,784",19.8,1,1,2,1,0,0,0,0,0.05,0.05,0.1,0.05,0.1,Matches
169,Phil Gee,eng ENG,FW,Leicester City,29,1964,7,3,271,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
170,Scot Gemmill,sct SCO,MF,Nott'ham Forest,23,1971,19,19,"1,528",17,1,1,2,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,Matches
171,Boncho Genchev,bg BUL,"FW,MF",Ipswich Town,30,1964,15,11,"1,053",11.7,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,Matches
172,Ryan Giggs,wls WAL,"FW,MF",Manchester Utd,20,1973,29,29,"2,411",26.8,1,11,12,1,0,0,3,0,0.04,0.41,0.45,0.04,0.45,Matches
173,Gary Gillespie,sct SCO,"DF,MF",Coventry City,34,1960,3,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Keith Gillespie,nir NIR,"FW,MF",Manchester Utd,19,1975,9,3,375,4.2,1,0,1,,,,2,0,0.24,0,0.24,,,Matches
175,Keith Gillespie,nir NIR,"FW,MF",Newcastle Utd,19,1975,17,15,"1,409",15.7,2,3,5,,,,2,0,0.13,0.19,0.32,,,Matches
176,Jon Goodman,ie IRL,FW,Wimbledon,23,1971,19,13,"1,092",12.1,4,0,4,4,0,,0,0,0.33,0,0.33,0.33,0.33,Matches
177,Dean Gordon,eng ENG,"DF,MF",Crystal Palace,21,1973,41,38,"3,508",39,2,1,3,1,1,2,4,0,0.05,0.03,0.08,0.03,0.05,Matches
