Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
43,Mark Beeney,eng ENG,GK,Leeds United,24,1967,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
44,Paul Beesley,eng ENG,DF,Sheffield Utd,27,1965,39,39,"3,414",37.9,2,1,3,2,0,0,4,0,0.05,0.03,0.08,0.05,0.08,Matches
45,Stefan Beinlich,de GER,MF,Aston Villa,20,1972,7,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
46,Francis Benali,eng ENG,DF,Southampton,23,1968,33,31,"2,673",29.7,0,1,1,0,0,0,5,1,0,0.03,0.03,0,0.03,Matches
47,Henning Berg,no NOR,DF,Blackburn,22,1969,4,2,213,2.4,0,1,1,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches
48,Guðni Bergsson,is ISL,DF,Tottenham,27,1965,5,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
49,Paul Bernard,sct SCO,MF,Oldham Athletic,19,1972,33,32,"2,904",32.3,4,2,6,4,0,0,0,0,0.12,0.06,0.19,0.12,0.19,Matches
50,Greg Berry,,MF,Wimbledon,21,1971,3,2,158,1.8,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
51,Peter Billing,eng ENG,DF,Coventry City,27,1964,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
52,Kingsley Black,nir NIR,MF,Nott'ham Forest,24,1968,24,19,"1,887",21,5,2,7,5,0,0,0,0,0.24,0.1,0.33,0.24,0.33,Matches
53,Clayton Blackmore,wls WAL,"DF,MF",Manchester Utd,27,1964,14,12,"1,117",12.4,0,2,2,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches
54,Dean Blackwell,eng ENG,DF,Wimbledon,22,1969,24,19,"1,744",19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
55,Mark Blake,eng ENG,MF,Aston Villa,21,1970,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
56,Willie Boland,ie IRL,MF,Coventry City,16,1975,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
57,Brian Borrows,eng ENG,DF,Coventry City,31,1960,38,36,"3,124",34.7,2,1,3,1,1,1,1,0,0.06,0.03,0.09,0.03,0.06,Matches
58,Mark Bosnich,au AUS,GK,Aston Villa,20,1972,17,17,"1,530",17,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
59,Steve Bould,eng ENG,DF,Arsenal,29,1962,24,24,"2,160",24,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches
60,Matthew Bound,eng ENG,DF,Southampton,19,1972,3,1,90,1,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
61,Mark Bowen,wls WAL,DF,Norwich City,28,1963,42,42,"3,780",42,1,2,3,0,1,1,0,0,0.02,0.05,0.07,0,0.05,Matches
62,Rob Bowman,eng ENG,FW,Leeds United,16,1975,4,3,264,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
63,Bobby Bowry,kn SKN,"FW,MF",Crystal Palace,21,1971,11,6,412,4.6,1,2,3,1,0,0,0,0,0.22,0.44,0.66,0.22,0.66,Matches
64,Vlado Bozinovski,au AUS,MF,Ipswich Town,28,1964,9,3,211,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
65,Carl Bradshaw,eng ENG,DF,Sheffield Utd,23,1968,32,24,"1,941",21.6,1,2,3,1,0,0,5,1,0.05,0.09,0.14,0.05,0.14,Matches
66,Matthias Breitkreutz,de GER,MF,Aston Villa,21,1971,3,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
67,Mark Brennan,eng ENG,MF,Oldham Athletic,27,1965,14,14,"1,245",13.8,3,4,7,3,0,0,1,0,0.22,0.29,0.51,0.22,0.51,Matches
68,Rufus Brevett,eng ENG,DF,QPR,22,1969,15,14,"1,322",14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
69,Mark Bright,eng ENG,FW,Crystal Palace,30,1962,5,5,450,5,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
70,Mark Bright,eng ENG,FW,Sheffield Weds,30,1962,30,28,"2,579",28.7,11,2,13,11,0,0,3,0,0.38,0.07,0.45,0.38,0.45,Matches
71,David Brightwell,eng ENG,DF,Manchester City,21,1971,8,4,412,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
72,Ian Brightwell,eng ENG,DF,Manchester City,24,1968,21,20,"1,643",18.3,1,4,5,1,0,0,0,0,0.05,0.22,0.27,0.05,0.27,Matches
73,Richard Brown,eng ENG,DF,Blackburn,25,1967,2,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
74,Steve Bruce,eng ENG,DF,Manchester Utd,31,1960,42,42,"3,748",41.6,5,3,8,3,2,2,5,0,0.12,0.07,0.19,0.07,0.14,Matches
75,Ian Bryson,sct SCO,MF,Sheffield Utd,29,1962,16,9,944,10.5,3,0,3,3,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches
76,Craig Burley,sct SCO,MF,Chelsea,20,1971,3,1,111,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
77,David Burrows,eng ENG,DF,Liverpool,23,1968,30,29,"2,623",29.1,2,2,4,2,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches
78,David Busst,eng ENG,DF,Coventry City,25,1967,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
79,Nicky Butt,eng ENG,"DF,MF",Manchester Utd,17,1975,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
80,Ian Butterworth,eng ENG,DF,Norwich City,28,1964,26,26,"2,340",26,1,0,1,1,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
81,Kevin Campbell,eng ENG,FW,Arsenal,22,1970,37,32,"2,892",32.1,4,4,8,4,0,0,0,0,0.12,0.12,0.25,0.12,0.25,Matches
82,Sol Campbell,eng ENG,"DF,FW",Tottenham,17,1974,1,0,23,0.3,1,0,1,1,0,,0,0,3.91,0,3.91,3.91,3.91,Matches
83,Eric Cantona,fr FRA,FW,Leeds United,26,1966,13,12,"1,094",12.2,6,5,11,,,,3,0,0.49,0.41,0.9,,,Matches
84,Eric Cantona,fr FRA,FW,Manchester Utd,26,1966,22,21,"1,920",21.3,9,11,20,,,,2,0,0.42,0.52,0.94,,,Matches
85,Franz Carr,eng ENG,"FW,MF",Sheffield Utd,25,1966,8,8,704,7.8,3,1,4,3,0,0,0,0,0.38,0.13,0.51,0.38,0.51,Matches
86,Martin Carruthers,eng ENG,FW,Aston Villa,19,1972,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
87,Jimmy Carter,eng ENG,MF,Arsenal,26,1965,16,11,"1,022",11.4,2,0,2,2,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
88,Tony Cascarino,ie IRL,FW,Chelsea,29,1962,9,8,744,8.3,2,3,5,2,0,0,0,1,0.24,0.36,0.6,0.24,0.6,Matches
89,Justin Channing,,"DF,MF",QPR,23,1968,2,2,178,2,1,0,1,1,0,,1,0,0.51,0,0.51,0.51,0.51,Matches
90,Lee Chapman,eng ENG,FW,Leeds United,32,1959,40,36,"3,295",36.6,13,2,15,13,0,0,2,0,0.36,0.05,0.41,0.36,0.41,Matches
91,Gary Charles,eng ENG,DF,Nott'ham Forest,22,1970,14,14,"1,260",14,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
92,Steve Chettle,eng ENG,DF,Nott'ham Forest,23,1968,30,30,"2,700",30,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
93,Andy Clarke,eng ENG,FW,Wimbledon,25,1967,33,23,"1,743",19.4,5,2,7,5,0,0,1,0,0.26,0.1,0.36,0.26,0.36,Matches
94,Steve Clarke,sct SCO,DF,Chelsea,28,1963,20,18,"1,644",18.3,0,2,2,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
95,Nigel Clough,eng ENG,"FW,MF",Nott'ham Forest,26,1966,42,42,"3,478",38.6,10,2,12,7,3,4,2,0,0.26,0.05,0.31,0.18,0.23,Matches
96,Glenn Cockerill,eng ENG,MF,Southampton,32,1959,23,21,"1,985",22.1,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
97,Chris Coleman,wls WAL,DF,Crystal Palace,22,1970,38,31,"2,442",27.1,5,4,9,5,0,0,1,0,0.18,0.15,0.33,0.18,0.33,Matches
98,Andy Collett,eng ENG,GK,Middlesbrough,18,1973,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
99,Stan Collymore,eng ENG,FW,Crystal Palace,21,1971,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
100,Alan Cork,eng ENG,FW,Sheffield Utd,33,1959,27,11,989,11,2,0,2,2,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
101,Tony Coton,eng ENG,GK,Manchester City,31,1961,40,40,"3,545",39.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
102,Tony Cottee,eng ENG,FW,Everton,27,1965,26,25,"2,226",24.7,12,1,13,12,0,0,3,0,0.49,0.04,0.53,0.49,0.53,Matches
103,Steve Cotterill,eng ENG,FW,Wimbledon,28,1964,7,4,344,3.8,3,1,4,3,0,0,0,0,0.78,0.26,1.05,0.78,1.05,Matches
104,Tom Cowan,sct SCO,DF,Sheffield Utd,22,1969,21,21,"1,820",20.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
105,Gordon Cowans,eng ENG,MF,Blackburn,33,1958,24,23,"2,124",23.6,1,4,5,1,0,0,1,0,0.04,0.17,0.21,0.04,0.21,Matches
106,Neil Cox,eng ENG,DF,Aston Villa,20,1971,15,6,567,6.3,1,1,2,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,Matches
107,Ian Crook,eng ENG,MF,Norwich City,29,1963,34,32,"2,745",30.5,3,5,8,3,0,0,0,0,0.1,0.16,0.26,0.1,0.26,Matches
108,Gary Crosby,,MF,Nott'ham Forest,28,1964,23,20,"1,422",15.8,1,0,1,1,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
109,Mark Crossley,wls WAL,GK,Nott'ham Forest,23,1969,37,37,"3,330",37,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
110,Ian Culverhouse,eng ENG,DF,Norwich City,27,1964,41,41,"3,685",40.9,0,2,2,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
111,Jason Cundy,eng ENG,DF,Tottenham,22,1969,15,13,"1,232",13.7,1,0,1,1,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
112,Keith Curle,eng ENG,DF,Manchester City,28,1963,39,39,"3,450",38.3,3,0,3,0,3,4,4,0,0.08,0,0.08,0,0,Matches
113,Tony Daley,eng ENG,MF,Aston Villa,24,1967,13,8,712,7.9,2,0,2,2,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
114,Paul Davis,eng ENG,MF,Arsenal,30,1961,6,6,509,5.7,0,1,1,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
115,Mervyn Day,eng ENG,GK,Leeds United,37,1955,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
116,Brian Deane,eng ENG,FW,Sheffield Utd,24,1968,41,41,"3,674",40.8,15,10,25,14,1,2,6,0,0.37,0.24,0.61,0.34,0.59,Matches
117,Kevin Dearden,eng ENG,GK,Tottenham,22,1970,1,0,45,0.5,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
118,Andy Dibble,wls WAL,GK,Manchester City,27,1965,2,1,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
119,Paul Dickov,sct SCO,FW,Arsenal,19,1972,3,1,112,1.2,2,0,2,2,0,0,0,0,1.61,0,1.61,1.61,1.61,Matches
120,Kerry Dixon,eng ENG,FW,Southampton,31,1961,9,8,742,8.2,2,0,2,2,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches
121,Lee Dixon,eng ENG,DF,Arsenal,28,1964,29,29,"2,485",27.6,0,3,3,0,0,0,4,0,0,0.11,0.11,0,0.11,Matches
122,Gerald Dobbs,eng ENG,MF,Wimbledon,21,1971,19,16,"1,412",15.7,1,2,3,1,0,0,3,1,0.06,0.13,0.19,0.06,0.19,Matches
123,Tony Dobson,eng ENG,DF,Blackburn,23,1969,18,14,"1,244",13.8,0,1,1,0,0,0,2,1,0,0.07,0.07,0,0.07,Matches
124,Jason Dodd,eng ENG,DF,Southampton,21,1970,30,27,"2,414",26.8,1,2,3,1,0,0,1,0,0.04,0.07,0.11,0.04,0.11,Matches
125,Mal Donaghy,nir NIR,DF,Chelsea,34,1957,40,39,"3,445",38.3,2,1,3,2,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches
126,Tony Dorigo,eng ENG,DF,Leeds United,26,1965,33,33,"2,970",33,1,0,1,0,1,1,1,0,0.03,0,0.03,0,0,Matches
127,Iain Dowie,nir NIR,FW,Southampton,27,1965,36,34,"3,111",34.6,11,5,16,11,0,0,7,0,0.32,0.14,0.46,0.32,0.46,Matches
128,Maurice Doyle,eng ENG,MF,QPR,22,1969,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
129,Jason Dozzell,eng ENG,MF,Ipswich Town,24,1967,41,41,"3,585",39.8,7,9,16,7,0,0,3,0,0.18,0.23,0.4,0.18,0.4,Matches
130,Dion Dublin,eng ENG,"DF,FW",Manchester Utd,23,1969,7,3,278,3.1,1,0,1,1,0,0,1,0,0.32,0,0.32,0.32,0.32,Matches
131,Gordon Durie,sct SCO,FW,Tottenham,26,1965,17,17,"1,430",15.9,3,1,4,3,0,0,3,0,0.19,0.06,0.25,0.19,0.25,Matches
132,Robbie Earle,jm JAM,MF,Wimbledon,27,1965,42,42,"3,480",38.7,7,5,12,7,0,0,4,0,0.18,0.13,0.31,0.18,0.31,Matches
133,John Ebbrell,eng ENG,MF,Everton,22,1969,24,24,"2,160",24,1,2,3,1,0,0,0,0,0.04,0.08,0.12,0.04,0.12,Matches
134,Justin Edinburgh,eng ENG,DF,Tottenham,22,1969,32,31,"2,455",27.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
135,Ugo Ehiogu,eng ENG,DF,Aston Villa,19,1972,4,1,132,1.5,0,1,1,0,0,0,0,0,0,0.68,0.68,0,0.68,Matches
136,Efan Ekoku,ng NGA,FW,Norwich City,25,1967,4,1,111,1.2,3,0,3,3,0,0,0,0,2.43,0,2.43,2.43,2.43,Matches
137,Gary Elkins,eng ENG,DF,Wimbledon,26,1966,18,17,"1,322",14.7,0,1,1,0,0,0,4,0,0,0.07,0.07,0,0.07,Matches
138,Paul Elliott,eng ENG,DF,Chelsea,28,1964,7,7,630,7,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
139,Chris Fairclough,eng ENG,DF,Leeds United,28,1964,30,29,"2,650",29.4,3,2,5,3,0,0,1,0,0.1,0.07,0.17,0.1,0.17,Matches
140,Willie Falconer,sct SCO,FW,Middlesbrough,26,1966,28,22,"1,988",22.1,5,3,8,5,0,0,1,1,0.23,0.14,0.36,0.23,0.36,Matches
141,David Farrell,eng ENG,MF,Aston Villa,20,1971,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
142,John Fashanu,eng ENG,FW,Wimbledon,29,1962,29,27,"2,420",26.9,6,2,8,5,1,1,3,1,0.22,0.07,0.3,0.19,0.26,Matches
143,Peter Fear,eng ENG,MF,Wimbledon,18,1973,4,2,259,2.9,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
144,Terry Fenwick,eng ENG,DF,Tottenham,32,1959,5,3,320,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
145,Les Ferdinand,eng ENG,FW,QPR,25,1966,37,37,"3,177",35.3,20,5,25,20,0,0,7,0,0.57,0.14,0.71,0.57,0.71,Matches
146,Darren Ferguson,sct SCO,MF,Manchester Utd,20,1972,15,15,"1,324",14.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
147,Scott Fitzgerald,ie IRL,DF,Wimbledon,22,1969,20,18,"1,710",19,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
148,Mark Flatts,eng ENG,MF,Arsenal,19,1972,10,6,485,5.4,0,1,1,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
149,Robert Fleck,sct SCO,FW,Chelsea,26,1965,31,28,"2,485",27.6,2,5,7,2,0,0,1,0,0.07,0.18,0.25,0.07,0.25,Matches
150,Craig Fleming,eng ENG,DF,Oldham Athletic,20,1971,24,23,"2,050",22.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
151,Curtis Fleming,ie IRL,DF,Middlesbrough,23,1968,24,22,"2,140",23.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
152,Terry Fleming,eng ENG,MF,Coventry City,19,1973,11,8,824,9.2,0,1,1,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
153,Garry Flitcroft,eng ENG,MF,Manchester City,19,1972,32,28,"2,525",28.1,5,1,6,5,0,0,3,0,0.18,0.04,0.21,0.18,0.21,Matches
154,Tim Flowers,eng ENG,GK,Southampton,25,1967,42,42,"3,780",42,0,1,1,0,0,0,1,0,0,0.02,0.02,0,0.02,Matches
155,Sean Flynn,eng ENG,MF,Coventry City,24,1968,7,4,211,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
156,Craig Forrest,ca CAN,GK,Ipswich Town,24,1967,11,11,985,10.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
157,Jamie Forrester,eng ENG,FW,Leeds United,17,1974,6,5,418,4.6,0,3,3,0,0,0,0,0,0,0.65,0.65,0,0.65,Matches
158,Ruel Fox,ms MSR,MF,Norwich City,24,1968,34,32,"2,884",32,4,8,12,4,0,0,0,0,0.12,0.25,0.37,0.12,0.37,Matches
159,Trevor Francis,eng ENG,FW,Sheffield Weds,38,1954,5,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Steve Froggatt,eng ENG,MF,Aston Villa,19,1973,17,16,"1,400",15.6,1,5,6,1,0,0,1,0,0.06,0.32,0.39,0.06,0.39,Matches
161,Kevin Gage,eng ENG,MF,Sheffield Utd,28,1964,27,27,"2,341",26,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
162,Kevin Gallacher,sct SCO,"FW,MF",Blackburn,25,1966,9,9,810,9,5,5,10,5,0,0,1,0,0.56,0.56,1.11,0.56,1.11,Matches
163,Kevin Gallacher,sct SCO,"FW,MF",Coventry City,25,1966,20,19,"1,653",18.4,6,2,8,6,0,0,1,0,0.33,0.11,0.44,0.33,0.44,Matches
164,John Gannon,eng ENG,MF,Sheffield Utd,25,1966,27,26,"2,215",24.6,1,2,3,1,0,0,3,0,0.04,0.08,0.12,0.04,0.12,Matches
165,Brian Gayle,eng ENG,DF,Sheffield Utd,27,1965,31,31,"2,544",28.3,2,3,5,2,0,0,4,0,0.07,0.11,0.18,0.07,0.18,Matches
166,Scot Gemmill,sct SCO,MF,Nott'ham Forest,21,1971,33,33,"2,960",32.9,1,5,6,1,0,0,1,0,0.03,0.15,0.18,0.03,0.18,Matches
167,Boncho Genchev,bg BUL,"FW,MF",Ipswich Town,28,1964,21,19,"1,542",17.1,3,1,4,3,0,0,1,0,0.18,0.06,0.23,0.18,0.23,Matches
168,Paul Gerrard,eng ENG,GK,Oldham Athletic,19,1973,25,25,"2,250",25,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
169,Terry Gibson,eng ENG,FW,Wimbledon,29,1962,8,6,612,6.8,1,1,2,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
170,Ryan Giggs,wls WAL,"FW,MF",Manchester Utd,18,1973,41,40,"3,475",38.6,9,5,14,9,0,0,1,0,0.23,0.13,0.36,0.23,0.36,Matches
171,Jon Gittens,eng ENG,DF,Middlesbrough,28,1964,13,13,"1,004",11.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
172,Lee Glover,sct SCO,FW,Nott'ham Forest,22,1970,14,9,942,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Paul Goddard,eng ENG,FW,Ipswich Town,32,1959,25,19,"1,750",19.4,3,1,4,3,0,0,0,0,0.15,0.05,0.21,0.15,0.21,Matches
174,Dean Gordon,eng ENG,"DF,MF",Crystal Palace,19,1973,10,6,442,4.9,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
175,Jeremy Goss,wls WAL,MF,Norwich City,27,1965,25,25,"2,185",24.3,1,6,7,1,0,0,3,0,0.04,0.25,0.29,0.04,0.29,Matches
176,Jonathan Gould,sct SCO,GK,Coventry City,24,1968,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
